,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
1081,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",7.39M,2.17%,36950,-
1082,KTTA,Pasithea Therapeutics Corp.,7.26M,-1.78%,294,240.71K
1083,AIMD,"Ainos, Inc.",7.20M,17.36%,208583,-
1084,TOVX,"Theriva Biologics, Inc.",7.16M,9.50%,26899,-
1085,TTNP,"Titan Pharmaceuticals, Inc.",7.00M,-17.11%,8303,306.00K
1086,BCEL,"Atreca, Inc.",6.74M,3.82%,80666,-
1087,XBIO,"Xenetic Biosciences, Inc.",6.70M,-7.36%,982,2.35M
1088,TENX,"Tenax Therapeutics, Inc.",6.62M,2.13%,19616,-
1089,AZTR,"Azitra, Inc.",6.62M,-,38604,686.00K
1090,SNGX,"Soligenix, Inc.",6.53M,1.29%,92723,839.36K
1091,GTBP,"GT Biopharma, Inc.",6.39M,-4.41%,762,-
1092,OGEN,"Oragenics, Inc.",6.27M,2.14%,13814,37.65K
1093,APDN,"Applied DNA Sciences, Inc.",6.25M,11.41%,683025,9.00M
1094,SONN,"Sonnet BioTherapeutics Holdings, Inc.",6.20M,4.21%,56475,129.18K
1095,ALZN,"Alzamend Neuro, Inc.",6.16M,3.23%,6961,-
1096,PULM,"Pulmatrix, Inc.",6.14M,2.98%,429,6.80M
1097,VIRI,"Virios Therapeutics, Inc.",6.12M,2.70%,3874,-
1098,MYMD,"MyMD Pharmaceuticals, Inc.",6.02M,-3.12%,8340,-
1099,GNPX,"Genprex, Inc.",6.00M,2.72%,17655,-
1100,VVOS,"Vivos Therapeutics, Inc.",5.99M,4.67%,16734,14.50M
1101,DRUG,Bright Minds Biosciences Inc.,5.93M,-1.54%,5754,-
1102,SISI,"Shineco, Inc.",5.93M,-2.60%,3605,3.43M
1103,KZIA,Kazia Therapeutics Limited,5.90M,0.04%,46656,15.86K
1104,ATXI,"Avenue Therapeutics, Inc.",5.88M,4.13%,311435,-
1105,ENVB,"Enveric Biosciences, Inc.",5.83M,0.19%,27993,-
1106,CLVR,Clever Leaves Holdings Inc.,5.81M,0.75%,4303,17.39M
1107,AFIB,"Acutus Medical, Inc.",5.71M,-4.10%,73029,19.66M
1108,SSY,"SunLink Health Systems, Inc.",5.70M,-1.23%,1203,39.59M
1109,XCUR,"Exicure, Inc.",5.68M,-5.27%,8029,23.79M
1110,KA,"Kineta, Inc.",5.66M,1.47%,16886,3.31M
1111,ADTX,"Aditxt, Inc.",5.61M,-4.57%,18177,749.48K
1112,CING,Cingulate Inc.,5.47M,-,37796,-
1113,UPC,Universe Pharmaceuticals INC,5.40M,3.42%,2784,32.31M
1114,SILO,"Silo Pharma, Inc.",5.31M,-2.99%,203371,72.10K
1115,LIPO,Lipella Pharmaceuticals Inc.,5.26M,-1.50%,8134,449.62K
1116,EVOK,"Evoke Pharma, Inc.",5.26M,-,12737,5.18M
1117,LIXT,"Lixte Biotechnology Holdings, Inc.",5.20M,-,360,-
1118,PXMD,"PaxMedica, Inc.",5.19M,-2.67%,42795,-
1119,MDGS,Medigus Ltd.,5.12M,-1.52%,969,83.45M
1120,PTIX,"Protagenic Therapeutics, Inc.",5.10M,10.43%,634,-
1121,IMCC,IM Cannabis Corp.,5.07M,-2.46%,83765,58.32M
1122,HSDT,"Helius Medical Technologies, Inc.",5.06M,2.63%,1023,792.00K
1123,HOTH,"Hoth Therapeutics, Inc.",5.04M,3.53%,10190,-
1124,BSGM,"BioSig Technologies, Inc.",4.95M,0.30%,14635,141.00K
1125,CJJD,"China Jo-Jo Drugstores, Inc.",4.90M,-2.06%,1586,148.81M
1126,STSS,"Sharps Technology, Inc.",4.89M,-5.94%,20964,-
1127,VRPX,"Virpax Pharmaceuticals, Inc.",4.88M,-,302,-
1128,OTRK,"Ontrak, Inc.",4.84M,2.56%,71879,11.71M
1129,OPGN,"OpGen, Inc.",4.82M,-4.32%,109618,3.07M
1130,XTLB,XTL Biopharmaceuticals Ltd.,4.80M,14.77%,2394,-
1131,LFLY,"Leafly Holdings, Inc.",4.79M,21.59%,44191,44.62M
1132,RHE,"Regional Health Properties, Inc.",4.71M,-4.04%,1303,22.80M
1133,BPTS,Biophytis S.A.,4.66M,-12.58%,52421,-
1134,ARTL,"Artelo Biosciences, Inc.",4.59M,3.82%,7829,-
1135,AEMD,"Aethlon Medical, Inc.",4.53M,-4.34%,6723,574.25K
1136,CHRO,Chromocell Therapeutics Corp,4.46M,-7.55%,10956,-
1137,VERO,Venus Concept Inc.,4.45M,0.07%,2356,82.51M
1138,ZCMD,Zhongchao Inc.,4.42M,-,33710,17.23M
1139,SCPX,Scorpius Holdings Inc,4.40M,-6.73%,269661,2.23M
1140,LUCY,"Innovative Eyewear, Inc.",4.39M,1.24%,4712,603.79K
1141,PALI,"Palisade Bio, Inc.",4.37M,2.36%,15256,250.00K
1142,PHIO,Phio Pharmaceuticals Corp.,4.34M,2.22%,48247,-
1143,SNPX,"Synaptogenix, Inc.",4.12M,-4.41%,23572,-
1144,FNCH,"Finch Therapeutics Group, Inc.",4.10M,-1.54%,3123,115.00K
1145,TCBP,TC Biopharm (Holdings) Plc,4.08M,-17.86%,377041,3.61M
1146,MGRX,"Mangoceuticals, Inc.",4.07M,-3.33%,353062,496.06K
1147,GOVX,"GeoVax Labs, Inc.",4.04M,3.23%,1792,-
1148,CMND,Clearmind Medicine Inc.,4.03M,4.80%,19551,-
1149,CPHI,"China Pharma Holdings, Inc.",3.95M,-0.83%,13093,7.78M
1150,AVGR,"Avinger, Inc.",3.94M,5.50%,1710,7.75M
1151,RSLS,ReShape Lifesciences Inc.,3.81M,4.92%,40255,9.81M
1152,IONM,Assure Holdings Corp.,3.77M,12.12%,302925,3.57M
1153,PCSA,"Processa Pharmaceuticals, Inc.",3.74M,0.68%,16174,-
1154,KTRA,"Kintara Therapeutics, Inc.",3.67M,-3.83%,1800750,-
1155,IBIO,"iBio, Inc.",3.66M,4.76%,10320,50.00K
1156,VTAK,"Catheter Precision, Inc.",3.65M,22.53%,39190,314.00K
1157,ZVSA,"ZyVersa Therapeutics, Inc.",3.62M,8.58%,3522481,-
1158,NBSE,"NeuBase Therapeutics, Inc.",3.61M,-3.77%,16882,-
1159,JAGX,"Jaguar Health, Inc.",3.55M,-,3872703,10.72M
1160,ONCO,Onconetix Inc,3.55M,1.19%,34948,-
1161,AVTX,"Avalo Therapeutics, Inc.",3.50M,4.69%,6514,2.25M
1162,NXL,"Nexalin Technology, Inc.",3.43M,-2.98%,9075,128.64K
1163,PTPI,"Petros Pharmaceuticals, Inc.",3.35M,-1.32%,111557,6.98M
1164,ISPC,iSpecimen Inc.,3.34M,-1.09%,18673,9.93M
1165,SBFM,"Sunshine Biopharma, Inc.",3.27M,-8.83%,1651060,20.35M
1166,CYCC,"Cyclacel Pharmaceuticals, Inc.",3.20M,3.29%,6636,389.00K
1167,PRFX,PainReform Ltd.,3.18M,0.55%,519,-
1168,CYTO,Altamira Therapeutics Ltd.,3.18M,-3.41%,32973,-902.13K
1169,BPTH,"Bio-Path Holdings, Inc.",3.12M,-0.43%,1843,-
1170,WINT,"Windtree Therapeutics, Inc.",3.12M,0.56%,3770,-
1171,BDRX,Biodexa Pharmaceuticals Plc,3.06M,-,25350,377.22K
1172,CNSP,"CNS Pharmaceuticals, Inc.",3.00M,1.04%,7189,-
1173,APVO,Aptevo Therapeutics Inc.,2.89M,-,3722,-
1174,FOXO,FOXO Technologies Inc.,2.86M,-6.22%,257058,453.00K
1175,ACON,"Aclarion, Inc.",2.86M,-9.98%,1076036,84.13K
1176,TNON,"Tenon Medical, Inc.",2.82M,-7.89%,47823,2.40M
1177,NUWE,"Nuwellis, Inc.",2.78M,8.70%,112326,8.86M
1178,BIOL,"BIOLASE, Inc.",2.67M,-0.58%,406779,49.73M
1179,SXTP,"60 Degrees Pharmaceuticals, Inc.",2.63M,5.26%,10274,-209.26K
1180,ADIL,"Adial Pharmaceuticals, Inc.",2.63M,1.58%,106844,-
1181,SPRC,SciSparc Ltd.,2.61M,-1.43%,174130,3.32M
1182,INVO,"INVO Bioscience, Inc.",2.57M,-0.39%,3950,1.92M
1183,SLRX,"Salarius Pharmaceuticals, Inc.",2.56M,-3.08%,10010,-
1184,ATNF,180 Life Sciences Corp.,2.55M,-0.57%,12195,-
1185,ENSC,"Ensysce Biosciences, Inc.",2.50M,2.08%,58408,-
1186,BTTX,"Better Therapeutics, Inc.",2.43M,-44.17%,204525202,-
1187,THMO,"ThermoGenesis Holdings, Inc.",2.38M,0.26%,326,9.72M
1188,LSDI,Lucy Scientific Discovery Inc.,2.33M,-7.58%,14644,16.73K
1189,INM,InMed Pharmaceuticals Inc.,2.18M,-2.00%,47489,5.49M
1190,SCNI,Scinai Immunotherapeutics Ltd.,2.17M,0.50%,1904,-
1191,ALLR,"Allarity Therapeutics, Inc.",2.14M,0.86%,21338,-
1192,SNOA,"Sonoma Pharmaceuticals, Inc.",2.14M,-0.95%,127997,12.31M
1193,DYNT,Dynatronics Corporation,2.11M,3.97%,524,35.18M
1194,YCBD,"cbdMD, Inc.",2.09M,10.95%,162553,23.45M
1195,WORX,SCWorx Corp.,2.08M,4.65%,17824,3.92M
1196,BBLG,Bone Biologics Corporation,2.05M,-1.29%,6962,-
1197,VRAX,Virax Biolabs Group Limited,1.97M,0.53%,4061,79.30K
1198,QLGN,"Qualigen Therapeutics, Inc.",1.92M,7.78%,36804,4.62M
1199,AMPE,"Ampio Pharmaceuticals, Inc.",1.85M,1.84%,22840,-
1200,TIVC,"Tivic Health Systems, Inc.",1.85M,1.59%,1205,1.23M
1201,NAOV,"NanoVibronix, Inc.",1.83M,0.79%,3838,1.00M
1202,QNRX,"Quoin Pharmaceuticals, Ltd.",1.72M,0.31%,47793,-
1203,AGRX,"Agile Therapeutics, Inc.",1.61M,0.06%,193651,19.97M
1204,AKAN,Akanda Corp.,1.50M,3.53%,787468,3.94M
1205,BACK,"IMAC Holdings, Inc.",1.47M,7.75%,1316,8.47M
1206,BJDX,"Bluejay Diagnostics, Inc.",1.42M,2.47%,6929,-
1207,DRMA,"Dermata Therapeutics, Inc.",1.41M,3.97%,30991,-
1208,GLMD,Galmed Pharmaceuticals Ltd.,1.22M,3.31%,138817,-
1209,THAR,"Tharimmune, Inc.",1.18M,4.65%,162941,-
1210,SINT,"Sintx Technologies, Inc.",1.09M,-0.16%,60993,2.49M
1211,SXTC,"China SXT Pharmaceuticals, Inc.",984.03K,-0.57%,12319,33.62K
1212,MOTS,"Motus GI Holdings, Inc.",977.27K,2.91%,30068,364.00K
1213,REVB,"Revelation Biosciences, Inc.",955.34K,-0.83%,20841,-
1214,NBY,"NovaBay Pharmaceuticals, Inc.",914.10K,-2.93%,210874,14.64M
1215,GRI,"GRI Bio, Inc.",746.78K,-1.62%,26266,-
1216,RNAZ,"TransCode Therapeutics, Inc.",729.95K,-1.79%,58240,-
